year,school,subject,download_url,text_file
114,私立東吳大學-資訊管理學系碩士班,計算機概論,https://master.get.com.tw/exam/Download.ashx?iP=101121&iDP=66428&iS=3086,/Users/miiduoa/Desktop/Work_2026_02_02/CS_Textbook/exams/texts/114_私立東吳大學-資訊管理學系碩士班.txt
114,國立嘉義大學-資訊管理學系碩士班,計算機概論,https://master.get.com.tw/exam/Download.ashx?iP=101022&iDP=66897&iS=3086,/Users/miiduoa/Desktop/Work_2026_02_02/CS_Textbook/exams/texts/114_國立嘉義大學-資訊管理學系碩士班.txt
114,國立臺北教育大學-資訊科學碩士班,計算機概論,https://master.get.com.tw/exam/Download.ashx?iP=100896&iDP=66513&iS=3086,/Users/miiduoa/Desktop/Work_2026_02_02/CS_Textbook/exams/texts/114_國立臺北教育大學-資訊科學碩士班.txt
114,國立臺北教育大學-數學暨資訊教育學系人工智慧與資訊教育碩士班,計算機概論,https://master.get.com.tw/exam/Download.ashx?iP=100895&iDP=67331&iS=3086,/Users/miiduoa/Desktop/Work_2026_02_02/CS_Textbook/exams/texts/114_國立臺北教育大學-數學暨資訊教育學系人工智慧與資訊教育碩士班.txt
