year,school,subject,download_url,text_file
109,私立淡江大學-資訊與圖書館學系碩士班,資訊概論,https://master.get.com.tw/exam/Download.ashx?iP=89977&iDP=60615&iS=3034,/Users/miiduoa/Desktop/Work_2026_02_02/CS_Textbook/exams/texts_info/109_私立淡江大學-資訊與圖書館學系碩士班.txt
